Id,LotArea,LotFrontage,YearBuilt,1stFlrSF,2ndFlrSF,YearRemodAdd,TotRmsAbvGrd,KitchenAbvGr,BedroomAbvGr,GarageCars,GarageArea,price
1171,9880,76.0,1977,1118,0,1977,6,1,3,1,358,12.049424683420915
1172,9120,76.0,1958,1261,0,1958,6,1,3,2,433,12.001511614739405
1173,4017,35.0,2006,625,625,2007,5,1,2,2,625,12.05467400868968
1174,18030,138.0,1946,1636,971,1994,12,1,3,0,0,12.208574513247495
1175,16560,80.0,1932,1170,1175,1950,9,1,4,2,360,12.384223015005313
1176,10678,85.0,1992,2129,743,2000,9,1,4,2,541,12.560247968016562
1177,6951,37.0,1984,923,0,1985,5,1,3,1,264,11.691080018519527
1178,3950,,1926,818,406,2004,5,1,3,1,210,11.652696102959753
1179,7681,54.0,1921,820,523,1950,7,1,3,1,186,11.950541482162043
1180,8335,77.0,1954,1124,0,1954,5,1,3,0,0,11.440365524765756
1181,11170,,1990,1298,1216,1991,8,1,4,2,693,12.429220196836383
1182,5587,64.0,2008,1652,0,2008,5,1,2,2,482,12.880294363972055
1183,15623,160.0,1996,2411,2065,1996,10,1,4,3,813,13.521140839642674
1184,10800,60.0,1920,1130,0,1950,5,1,2,2,720,11.695255355062795
1185,35133,50.0,1963,1572,0,1963,5,1,3,3,995,12.137263685701864
1186,9738,60.0,1924,949,272,1950,7,1,4,1,392,11.560772327227417
1187,10615,107.0,1900,1014,685,1970,7,2,3,2,420,11.461642696843066
1188,12461,89.0,1994,1624,0,1995,5,1,2,3,757,12.476103599529843
1189,8935,68.0,2002,831,829,2002,7,1,3,2,493,12.180759965737863
1190,7500,60.0,1999,1028,776,1999,7,1,3,2,442,12.149507585033072
1191,32463,,1961,1622,0,1975,7,1,3,4,1356,12.031725210748633
1192,2645,24.0,1999,764,677,2000,5,1,2,2,492,12.066816325306588
1193,9600,60.0,1925,842,630,1994,6,1,3,1,250,11.736077016252437
1194,4500,,1999,1224,0,1999,5,1,2,2,402,12.013706813470414
1195,9364,80.0,1969,663,689,1969,7,1,4,1,299,11.970356641102999
1196,8029,51.0,2005,728,728,2005,8,1,3,2,400,12.07824495582233
1197,14054,58.0,2006,879,984,2006,9,1,4,3,660,12.29779001527865
1198,8850,65.0,1916,815,875,1950,7,1,3,1,225,11.87757552297847
1199,9100,70.0,2001,1212,0,2001,6,1,3,2,573,12.08954444723597
1200,11235,75.0,1963,1382,0,1979,6,1,3,2,459,11.904974309480183
1201,9353,71.0,1970,864,0,1970,5,1,3,1,280,11.6617850286409
1202,10400,80.0,1998,866,913,1998,6,1,3,2,546,12.19552218463499
1203,6000,50.0,1925,884,464,1997,5,1,3,1,216,11.669937760751914
1204,9750,75.0,2000,1630,0,2001,6,1,3,2,451,12.269052139516223
1205,10140,78.0,1975,1074,0,1975,6,1,3,2,495,11.941462360646149
1206,14684,90.0,1990,2196,0,1991,7,1,3,3,701,12.513193308436527
1207,8900,,1966,1056,0,1966,5,1,2,1,384,11.580593459194764
1208,9135,70.0,2003,1700,0,2003,7,1,3,2,544,12.206077645517674
1209,7763,70.0,1962,1283,0,1980,6,1,3,2,506,11.849404844423074
1210,10182,85.0,2006,1660,0,2006,8,1,3,2,500,12.577639650232573
1211,11218,70.0,1992,1055,790,1992,8,1,3,2,462,12.149507585033072
1212,12134,152.0,1988,1080,672,2005,8,1,4,2,492,12.00762780434872
1213,9340,50.0,1941,672,0,1950,4,1,2,1,234,11.635151947212842
1214,10246,,1965,960,0,2001,3,1,0,1,364,11.884495917930655
1215,10205,69.0,1962,999,0,1962,6,1,3,1,300,11.80932691294063
1216,7094,99.0,1966,894,0,1966,5,1,3,1,384,11.736077016252437
1217,8930,68.0,1978,1318,584,1978,8,2,4,2,539,11.626263078808801
1218,8640,72.0,2009,1314,0,2009,6,1,3,2,552,12.343470927093518
1219,6240,52.0,1947,672,240,1950,3,1,2,0,0,11.296024885689746
1220,1680,21.0,1971,672,546,1971,7,1,3,0,0,11.424105180165641
1221,7800,66.0,1964,912,0,1964,5,1,2,1,288,11.652696102959753
1222,8250,55.0,1968,1211,0,1968,5,1,3,1,322,11.80560254159177
1223,10496,78.0,1949,1168,678,1950,7,1,3,1,315,11.870606902224587
1224,10680,89.0,1951,2136,0,1951,7,1,4,2,528,11.834291315386718
1225,15384,60.0,2004,788,702,2005,8,1,3,2,388,12.122696471358964
1226,10482,65.0,1958,1138,0,1958,6,1,3,1,264,11.884495917930655
1227,14598,86.0,2007,894,1039,2007,9,1,4,3,668,12.273735966890268
1228,8872,72.0,1965,912,0,2008,5,1,2,2,576,11.898194668458823
1229,8769,65.0,2008,1702,0,2008,7,1,1,3,1052,12.813920618864572
1230,7910,70.0,1960,1507,0,1960,7,1,4,1,404,11.751950239425476
1231,18890,,1977,1361,1259,1977,12,2,4,2,600,12.154784614286667
1232,7728,70.0,1962,1190,0,1962,6,1,3,2,540,11.794345471549745
1233,9842,70.0,1962,1224,0,1962,6,2,2,2,462,11.530775206233024
1234,12160,,1959,1188,0,1959,6,1,3,2,531,11.863589378812122
1235,8525,55.0,1911,1024,940,1950,7,1,4,0,0,11.775297421715827
1236,13132,96.0,1914,892,892,1950,9,1,4,1,180,11.841423131921784
1237,2628,36.0,2003,764,862,2003,6,1,2,2,474,12.075400019877522
1238,12393,41.0,2004,847,1101,2005,8,1,4,2,434,12.180759965737863
1239,13072,63.0,2005,1141,0,2005,6,1,3,2,484,11.86710429621008
1240,9037,64.0,2006,1484,0,2006,6,1,2,2,472,12.490879338036375
1241,8158,65.0,2003,884,884,2003,8,1,3,2,543,12.323415584358154
1242,9849,83.0,2007,1689,0,2007,7,1,3,3,954,12.42250975887691
1243,10625,85.0,1974,1173,0,1974,6,1,3,2,528,12.04355959836804
1244,13891,107.0,2006,2076,0,2006,7,1,2,3,850,13.049794835104816
1245,11435,,1929,792,725,1950,7,1,3,2,400,12.345838935721968
1246,12090,78.0,1984,1140,728,2003,7,1,3,2,477,12.08954444723597
1247,8125,65.0,2005,756,797,2006,6,1,3,2,615,12.136191879981927
1248,12328,,1976,1034,0,1976,6,1,3,3,888,12.042971193457888
1249,9600,60.0,1917,1134,924,1950,8,1,3,2,396,11.771443882099637
1250,7200,60.0,1950,988,0,1950,6,1,3,1,276,11.686887175419702
1251,11160,93.0,1968,2110,0,1968,8,1,3,2,522,12.404927602627597
1252,3136,,2003,1405,0,2003,6,1,2,2,478,12.053801032483948
1253,9858,62.0,1968,874,0,1968,5,1,3,1,288,11.775297421715827
1254,17542,,1974,1516,651,2003,9,1,3,2,518,12.591338447675579
1255,6931,60.0,2003,760,896,2004,7,1,3,2,397,12.016128107502665
1256,6240,52.0,1931,959,408,1950,6,1,3,1,560,11.755879486687116
1257,14303,91.0,1994,1987,0,1994,7,1,2,2,691,12.616528611893463
1258,4060,56.0,1922,864,0,1950,4,1,2,0,0,11.511934974596555
1259,9587,59.0,2005,1166,0,2005,5,1,2,2,400,12.154784614286667
1260,9750,65.0,1969,1054,0,1969,6,1,3,2,460,11.92504173829169
1261,24682,,1999,892,783,1999,7,1,3,2,502,12.10625783509458
1262,9600,80.0,1956,1050,0,1956,5,1,2,1,338,11.766799946849087
1263,11250,,1957,1104,684,1989,8,1,5,1,304,11.992266613576142
1264,13515,60.0,1919,1060,764,1950,8,1,3,2,520,12.103491596905931
1265,4060,34.0,1998,1337,0,1999,5,1,2,2,511,12.10625783509458
1266,3735,35.0,1999,713,739,1999,6,1,3,2,506,12.12215284831553
1267,10120,60.0,1910,964,925,1950,9,2,4,1,308,11.711784520403112
1268,13214,89.0,2008,2018,0,2009,10,1,3,3,746,12.843973993864076
1269,14100,,1935,1968,1479,1997,11,1,4,3,1014,12.850557278777309
1270,11344,78.0,1958,874,650,1958,7,1,3,1,315,11.87757552297847
1271,23595,,1979,1332,192,1979,4,1,0,2,586,12.468440756144114
1272,9156,,1968,1489,0,1968,7,1,3,2,462,12.132162346145595
1273,13526,,1965,935,0,1965,5,1,3,1,288,11.827743504053695
1274,11512,124.0,1959,1357,0,2006,5,1,2,1,312,12.083910661257521
1275,5362,53.0,1910,661,589,2003,8,1,3,2,552,11.842236406331555
1276,11345,95.0,1948,928,992,1950,10,2,4,2,400,11.827743504053695
1277,12936,,1972,735,660,1972,6,1,3,2,497,11.995357787034976
1278,17871,,1967,1724,0,1976,7,1,3,2,480,12.19552218463499
1279,9473,75.0,2002,1128,903,2002,7,1,3,2,577,12.37581963951765
1280,7500,60.0,1920,698,430,1950,6,1,2,2,528,11.133142723386813
1281,9808,67.0,2002,1573,0,2002,6,1,3,2,544,12.33270970174018
1282,8049,50.0,1990,1339,0,1990,6,1,2,2,484,12.100717685412471
1283,8800,61.0,1977,1040,0,2008,5,1,3,2,484,11.921725007667265
1284,9400,94.0,1971,912,912,1971,8,2,4,0,0,11.842236406331555
1285,9638,50.0,1919,1699,748,1990,10,1,4,1,336,12.037659911047468
1286,6000,50.0,1939,825,587,1950,6,1,4,1,280,11.794345471549745
1287,9790,,1963,1328,0,1963,6,1,3,2,528,11.870606902224587
1288,36500,,1964,1582,0,1964,7,1,4,2,390,12.154784614286667
1289,5664,40.0,2000,1659,0,2000,5,1,2,2,499,12.535379989788607
1290,11065,86.0,2006,1120,850,2006,8,1,3,3,753,12.546113507028412
1291,14112,,1964,1152,0,1964,6,1,3,2,484,12.103491596905931
1292,1680,21.0,1972,630,672,1972,6,1,3,1,264,11.691080018519527
1293,6600,60.0,1892,1378,994,1965,11,2,4,1,432,11.58525542883217
1294,10140,78.0,1976,832,832,1976,8,1,4,2,528,12.000897933306716
1295,8172,60.0,1955,864,0,1990,5,1,2,2,572,11.652696102959753
1296,8400,70.0,1968,1052,0,1968,5,1,3,1,288,11.83863282480007
1297,8700,80.0,1963,1128,0,1963,6,1,3,2,525,11.951186847493476
1298,3675,35.0,2005,1072,0,2006,5,1,2,2,525,11.849404844423074
1299,63887,313.0,2008,4692,950,2008,12,1,3,2,1418,11.982935344196433
1300,7500,75.0,1959,1246,0,1994,6,1,3,1,305,11.944714374881176
1301,10762,,1999,1005,978,1999,9,1,3,2,490,12.323860125621126
1302,7500,,1942,753,741,1950,7,1,3,1,213,12.086731521684555
1303,10120,92.0,1994,1203,1323,1994,8,1,4,3,844,12.577639650232573
1304,8688,73.0,2005,1616,0,2005,7,1,3,3,834,12.354496960983985
1305,3363,32.0,2004,976,732,2004,7,1,3,2,380,11.775297421715827
1306,13173,108.0,2006,1652,0,2007,6,1,2,2,840,12.691583538230217
1307,6955,48.0,2005,1368,0,2006,6,1,2,2,474,12.218500103788143
1308,8072,60.0,1994,990,0,1995,5,1,3,2,480,11.835016210489899
1309,12000,100.0,1948,1122,0,2005,6,1,2,2,528,11.898194668458823
1310,7153,,1991,1294,0,1991,6,1,3,2,496,12.09626335986454
1311,17500,100.0,1959,1902,0,2002,7,1,3,2,567,12.721888795877375
1312,8814,68.0,2005,1274,0,2007,6,1,3,2,508,12.220966184120165
1313,9572,,1990,1453,1357,1990,9,1,4,2,750,12.618185607609803
1314,14774,108.0,1999,1422,1177,1999,10,1,4,3,779,12.716405147731708
1315,8190,60.0,1954,948,0,1954,5,1,3,1,280,11.686887175419702
1316,11075,85.0,1969,1092,1020,1969,9,1,4,2,576,12.239995696974733
1317,10226,61.0,2008,1630,0,2008,8,1,3,3,860,12.596403811053621
1318,4230,47.0,2006,1352,0,2007,5,1,2,2,466,12.249615734512616
1319,14781,,2001,1787,0,2002,7,1,3,3,748,12.524530013005734
1320,10215,75.0,1954,948,0,1954,5,1,3,1,248,11.6172944892629
1321,8400,70.0,1957,1478,0,1957,6,1,3,2,442,11.960817678718287
1322,6627,,1949,720,0,1950,4,1,2,1,287,11.19135563385109
1323,10186,107.0,1992,1061,862,1992,8,1,3,2,564,12.154784614286667
1324,5330,50.0,1940,708,0,1950,5,1,2,0,0,11.320565693461432
1325,9986,75.0,2006,1795,0,2007,7,1,2,3,895,11.898194668458823
1326,3636,40.0,1922,796,0,1950,5,1,2,0,0,10.915106645867503
1327,4270,70.0,1931,774,0,2006,6,1,3,0,0,11.277215789596893
1328,6600,60.0,1982,816,0,2008,5,1,3,1,264,11.779136168550774
1329,10440,60.0,1920,1584,1208,1950,8,1,5,2,520,12.45293662970407
1330,9084,63.0,1998,955,677,1998,8,1,3,2,462,12.081081821061819
1331,10000,85.0,2006,1588,0,2006,7,1,3,3,825,12.33270970174018
1332,10780,55.0,1976,954,0,1976,6,1,3,2,576,11.794345471549745
1333,8877,67.0,1938,816,0,1958,3,1,2,1,288,11.51293546492023
1334,7200,60.0,1938,803,557,1995,6,1,2,1,297,11.74006900564972
1335,2368,24.0,1970,765,600,1970,7,1,3,2,440,11.736077016252437
1336,9650,80.0,1977,1334,0,1977,6,1,2,2,630,12.031129798974042
1337,9246,87.0,1973,1656,0,1973,8,2,4,2,506,11.813037464800539
1338,4118,153.0,1941,693,0,1950,4,1,2,0,0,10.868587496017359
1339,13450,95.0,2002,920,941,2002,8,1,3,2,492,12.206077645517674
1340,9560,120.0,1972,864,0,1972,5,1,3,1,288,11.763691965388299
1341,8294,70.0,1971,872,0,1971,5,1,3,4,480,11.719947764402807
1342,13695,66.0,2003,1114,0,2004,6,1,3,2,576,11.951186847493476
1343,9375,,2002,1284,885,2002,7,1,3,2,647,12.339295865674435
1344,7558,57.0,1928,1172,741,1950,9,1,3,2,342,12.083910661257521
1345,11103,85.0,2006,728,728,2006,8,1,3,2,440,11.95655945119582
1346,6000,50.0,1920,960,0,1950,5,1,2,1,308,11.59451466851004
1347,20781,,1968,2156,0,2003,9,1,3,2,508,12.47801017053037
1348,15306,93.0,2006,1776,0,2007,7,1,3,3,712,12.554840409959793
1349,16196,,1998,1494,0,1998,5,1,3,2,514,12.278397958261774
1350,5250,50.0,1872,938,1215,1987,8,1,4,0,0,11.711784520403112
1351,11643,91.0,1969,1338,1296,1969,12,2,6,4,968,12.206077645517674
1352,9247,70.0,1962,858,858,1962,8,1,4,2,490,12.049424683420915
1353,6000,50.0,1937,786,390,2000,4,1,2,2,624,11.812296455066814
1354,14720,56.0,1995,2053,1185,1996,9,1,4,3,666,12.923914877701906
1355,10316,,2000,992,873,2000,7,1,3,3,839,12.367345048436391
1356,10192,102.0,1968,1222,698,1992,8,1,4,2,487,12.04355959836804
1357,9477,,1966,892,0,1966,5,1,3,1,264,11.608244735642321
1358,12537,,1971,1078,0,2008,6,1,3,2,500,11.917730355182513
1359,2117,,2000,769,804,2000,5,1,3,2,440,12.086731521684555
1360,16737,129.0,2004,1980,0,2005,8,1,3,3,770,12.660331092405906
1361,9842,51.0,1921,990,1611,1998,8,1,4,2,621,12.149507585033072
1362,16158,124.0,2005,1530,0,2005,7,1,3,2,430,12.468440756144114
1363,12513,,1920,1281,457,2007,7,1,4,1,368,11.560772327227417
1364,8499,73.0,2006,616,796,2007,6,1,3,2,432,11.963574241653713
1365,3180,30.0,2005,520,600,2005,4,1,2,2,480,11.878630514504515
1366,7500,,2000,814,860,2000,7,1,3,2,663,12.283038316285214
1367,9179,68.0,1999,882,908,1999,7,1,3,2,588,12.170450649220749
1368,2665,41.0,1977,925,550,1977,6,1,4,1,336,11.751950239425476
1369,4435,,2003,848,0,2004,4,1,1,2,420,11.87757552297847
1370,10635,48.0,2003,1668,0,2003,8,1,3,2,502,12.354496960983985
1371,5400,90.0,1920,840,534,1950,6,1,2,1,338,11.561725152903833
1372,9600,80.0,1955,1661,0,1996,8,1,3,1,377,12.016732516077072
1373,9750,75.0,1998,1108,989,1998,8,1,3,2,583,12.521981322562505
1374,11400,,2001,2633,0,2002,8,1,2,3,804,13.05301544288996
1375,10625,85.0,2005,1026,932,2005,9,1,3,3,936,12.429220196836383
1376,10991,89.0,2007,1571,0,2007,7,1,3,3,722,12.384223015005313
1377,6292,52.0,1930,790,0,1950,4,1,2,1,160,11.418625774449596
1378,10998,60.0,1941,984,620,1960,6,1,3,2,660,11.669937760751914
1379,1953,21.0,1973,483,504,1973,5,1,2,1,264,11.326607934898927
1380,9735,73.0,2006,754,640,2007,7,1,3,2,400,12.02874460037869
1381,8212,45.0,1914,864,0,1950,5,1,2,1,200,10.97679912709094
1382,12925,,1970,2117,0,1970,7,1,4,2,550,12.377927112974284
1383,7200,60.0,1920,998,764,1950,8,1,4,2,576,11.964007453736912
1384,25339,,1918,1416,0,2007,7,1,3,2,576,11.626263078808801
1385,9060,60.0,1939,698,560,1950,6,1,2,1,280,11.561725152903833
1386,5436,40.0,1922,796,358,2007,7,1,3,1,240,11.74006900564972
1387,16692,80.0,1978,1392,1392,1978,12,1,5,2,564,12.429220196836383
1388,8520,60.0,1916,1664,862,1950,10,1,5,1,216,11.820417517632333
1389,14892,42.0,2006,1746,0,2007,7,1,3,3,758,12.84132849667433
1390,6000,60.0,1941,869,349,1950,6,1,3,2,440,11.782960235741939
1391,9100,70.0,2000,1525,0,2000,6,1,3,2,541,12.367345048436391
1392,8944,65.0,1967,1584,0,1967,8,2,4,3,792,11.728044909070785
1393,7838,68.0,1967,900,0,1967,6,1,3,1,288,11.719947764402807
1394,10800,60.0,1905,1221,691,2000,7,2,3,2,672,12.001511614739405
1395,4045,53.0,2006,1500,0,2006,6,1,2,3,648,12.415437707935368
1396,12665,88.0,2005,1133,1349,2006,9,1,4,3,642,12.546871224308068
1397,57200,,1948,1687,0,1950,7,1,3,2,572,11.982935344196433
1398,6120,51.0,1920,939,574,2004,8,1,4,1,180,11.83138646878959
1399,7200,60.0,1950,1136,768,1982,7,1,3,1,240,11.835016210489899
1400,6171,51.0,1925,1160,448,1990,7,1,3,1,216,11.831022768939789
1401,6000,50.0,1929,950,208,1950,5,1,3,1,208,11.695255355062795
1402,7415,62.0,2004,864,729,2004,8,1,3,2,398,12.170450649220749
1403,6762,64.0,2006,1294,0,2006,6,1,2,2,662,12.174994689959313
1404,15256,49.0,2007,1464,0,2007,6,1,3,3,754,12.552930054797935
1405,10410,60.0,1915,694,520,1950,6,1,3,3,936,11.561725152903833
1406,3842,44.0,2004,1646,0,2005,5,1,2,2,482,12.524530013005734
1407,8445,70.0,1972,768,0,2007,5,1,2,2,396,11.798111925972618
1408,8780,,1985,833,0,1985,5,1,3,0,0,11.626263078808801
1409,7740,60.0,1910,741,622,1950,6,1,3,2,528,11.74006900564972
1410,20544,46.0,1986,1236,857,1991,7,1,3,2,542,12.278397958261774
1411,12420,79.0,2001,944,896,2001,6,1,3,2,622,12.345838935721968
1412,9600,80.0,1950,1112,556,2005,6,1,3,1,271,11.849404844423074
1413,7200,60.0,1949,1040,0,1950,6,2,2,2,420,11.407576060361786
1414,10994,88.0,2005,1844,0,2006,7,1,2,2,620,12.456835254920371
1415,13053,64.0,1923,1053,795,2000,8,1,4,2,370,12.240478903153711
1416,3635,51.0,2007,1569,0,2007,7,1,1,3,660,12.077676615757813
1417,11340,60.0,1885,1246,1044,1950,11,2,4,2,560,11.715874472198905
1418,16545,,1998,1310,1140,1998,7,1,3,3,1069,12.73670383776449
1419,9204,71.0,1963,1144,0,1963,6,1,3,1,336,11.728044909070785
1420,16381,,1969,1844,0,1969,7,1,3,2,540,12.314931534737134
1421,11700,90.0,1968,708,708,1968,7,1,3,2,776,12.100161978566867
1422,4043,53.0,1977,1069,0,1977,4,1,2,2,440,11.755879486687116
1423,4435,37.0,2003,848,0,2003,3,1,1,2,420,11.824087219587643
1424,19690,,1966,1575,626,1966,8,1,4,2,432,12.524420916542532
1425,9503,,1958,1344,0,1983,6,1,2,1,484,11.87757552297847
1426,10721,80.0,1959,1252,0,1959,7,1,3,2,528,11.863589378812122
1427,10944,81.0,1994,1223,904,1994,5,1,3,2,525,12.509877789891931
1428,10930,60.0,1945,1048,510,1950,6,1,3,1,288,11.849404844423074
1429,7200,60.0,1940,804,0,1992,4,1,2,1,240,11.686887175419702
1430,12546,,1981,1440,0,1981,7,1,3,2,467,12.116700301832573
1431,21930,60.0,2005,734,1104,2005,7,1,4,2,372,12.165984756488543
1432,4928,,1976,958,0,1976,5,1,2,2,440,11.87583791515714
1433,10800,60.0,1927,968,0,2007,5,1,4,1,216,11.07443600653965
1434,10261,93.0,2000,962,830,2000,8,1,3,2,451,12.136191879981927
1435,17400,80.0,1977,1126,0,1977,5,1,3,2,484,11.982935344196433
1436,8400,80.0,1962,1537,0,2005,7,1,3,2,462,12.066816325306588
1437,9000,60.0,1971,864,0,1971,5,1,3,2,528,11.699413330633599
1438,12444,96.0,2008,1932,0,2008,7,1,2,3,774,12.885673487343764
1439,7407,90.0,1957,1236,0,1996,6,1,2,2,923,11.916395250412128
1440,11584,80.0,1979,1040,685,1979,6,1,3,2,550,12.190964083849375
1441,11526,79.0,1922,1423,748,1994,11,1,3,2,672,12.160033942617156
1442,4426,,2004,848,0,2004,3,1,1,2,420,11.913719681428494
1443,11003,85.0,2008,1026,981,2008,10,1,3,3,812,12.644330802262578
1444,8854,,1916,952,0,1950,4,1,2,1,192,11.703554089007538
1445,8500,63.0,2004,1422,0,2004,7,1,3,2,626,12.098493002763465
1446,8400,70.0,1966,913,0,1966,6,1,3,1,240,11.767575435251748
1447,26142,,1962,1188,0,1962,6,1,3,1,312,11.969723533345908
1448,10000,80.0,1995,1220,870,1996,8,1,3,2,556,12.388398368982115
1449,11767,70.0,1910,796,550,2000,6,1,2,1,384,11.626263078808801
1450,1533,21.0,1970,630,0,1970,3,1,1,0,0,11.429554725537322
1451,9000,60.0,1974,896,896,1974,8,2,4,0,0,11.820417517632333
1452,9262,78.0,2008,1578,0,2009,7,1,3,3,840,12.567554517655415
1453,3675,35.0,2005,1072,0,2005,5,1,2,2,525,11.884495917930655
1454,17217,90.0,2006,1140,0,2006,6,1,3,0,0,11.344518647594766
1455,7500,62.0,2004,1221,0,2005,6,1,2,2,400,12.128116509451258
1456,7917,62.0,1999,953,694,2000,7,1,3,2,460,12.07254696717504
1457,13175,85.0,1978,2073,0,1988,7,1,3,2,500,12.25486757159303
1458,9042,66.0,1941,1188,1152,2006,9,1,4,1,252,12.493133274926212
1459,9717,68.0,1950,1078,0,1996,5,1,2,1,240,11.864469267087891
1460,9937,75.0,1965,1256,0,1965,6,1,3,1,276,11.901590234400047
